ts_ms,asset_id,point,value,quality
1779674957721,PUMP-001,rpm,1494.6168548951728,good
1779674957721,PUMP-001,load,0.34272892320502457,good
1779674957721,PUMP-001,vib_rms,1.780662140887974,good
1779674957721,PUMP-001,temp_c,33.59346057935363,good
1779674957721,PUMP-001,motor_current_a,18.038481222751784,good
1779674957721,PUMP-001,label_health_level,0.0,good
1779674958721,PUMP-001,rpm,1508.3377861637975,good
1779674958721,PUMP-001,load,0.3422498126825726,good
1779674958721,PUMP-001,vib_rms,1.8100751481656823,good
1779674958721,PUMP-001,temp_c,34.08512355950327,good
1779674958721,PUMP-001,motor_current_a,18.12629364582146,good
1779674958721,PUMP-001,label_health_level,0.0,good
1779674959721,PUMP-001,rpm,1484.2483826620362,good
1779674959721,PUMP-001,load,0.3553897811429725,good
1779674959721,PUMP-001,vib_rms,1.7992178780937866,good
1779674959721,PUMP-001,temp_c,34.07696333440116,good
1779674959721,PUMP-001,motor_current_a,18.58595486651241,good
1779674959721,PUMP-001,label_health_level,0.0,good
1779674960721,PUMP-001,rpm,1520.4853423564912,good
1779674960721,PUMP-001,load,0.3275463067424034,good
1779674960721,PUMP-001,vib_rms,1.8405953694964647,good
1779674960721,PUMP-001,temp_c,33.78801274313293,good
1779674960721,PUMP-001,motor_current_a,17.87784259567085,good
1779674960721,PUMP-001,label_health_level,0.0,good
1779674961721,PUMP-001,rpm,1500.49943854971,good
1779674961721,PUMP-001,load,0.35482131477381734,good
1779674961721,PUMP-001,vib_rms,1.7479602804146424,good
1779674961721,PUMP-001,temp_c,34.1536426420647,good
1779674961721,PUMP-001,motor_current_a,18.777551289086187,good
1779674961721,PUMP-001,label_health_level,0.0,good
1779674962721,PUMP-001,rpm,1476.464978704864,good
1779674962721,PUMP-001,load,0.3460294966410523,good
1779674962721,PUMP-001,vib_rms,1.865455126100931,good
1779674962721,PUMP-001,temp_c,33.954229130770194,good
1779674962721,PUMP-001,motor_current_a,18.157882196654555,good
1779674962721,PUMP-001,label_health_level,0.0,good
1779674963721,PUMP-001,rpm,1499.1604004701087,good
1779674963721,PUMP-001,load,0.3400820065406602,good
1779674963721,PUMP-001,vib_rms,1.813195259506589,good
1779674963721,PUMP-001,temp_c,34.4044470138906,good
1779674963721,PUMP-001,motor_current_a,18.104173602039538,good
1779674963721,PUMP-001,label_health_level,0.0,good
1779674964721,PUMP-001,rpm,1503.6555456145823,good
1779674964721,PUMP-001,load,0.34830727091284636,good
1779674964721,PUMP-001,vib_rms,1.927960910331567,good
1779674964721,PUMP-001,temp_c,34.90730353092926,good
1779674964721,PUMP-001,motor_current_a,18.866101665872634,good
1779674964721,PUMP-001,label_health_level,0.0,good
1779674965721,PUMP-001,rpm,1492.674199792455,good
1779674965721,PUMP-001,load,0.35894948231512736,good
1779674965721,PUMP-001,vib_rms,1.7289844011166775,good
1779674965721,PUMP-001,temp_c,34.59375541440814,good
1779674965721,PUMP-001,motor_current_a,18.303080302207196,good
1779674965721,PUMP-001,label_health_level,0.0,good
1779674966721,PUMP-001,rpm,1506.7942534959896,good
1779674966721,PUMP-001,load,0.35356784004928743,good
1779674966721,PUMP-001,vib_rms,1.852334714972123,good
1779674966721,PUMP-001,temp_c,34.27794580707749,good
1779674966721,PUMP-001,motor_current_a,18.727788870656845,good
1779674966721,PUMP-001,label_health_level,0.0,good
1779674967721,PUMP-001,rpm,1504.982460429029,good
1779674967721,PUMP-001,load,0.3546334157483131,good
1779674967721,PUMP-001,vib_rms,1.875096822449002,good
1779674967721,PUMP-001,temp_c,34.53691706540685,good
1779674967721,PUMP-001,motor_current_a,19.497328288386623,good
1779674967721,PUMP-001,label_health_level,0.0,good
1779674968721,PUMP-001,rpm,1533.6141555566335,good
1779674968721,PUMP-001,load,0.345830066218714,good
1779674968721,PUMP-001,vib_rms,1.7807176767312622,good
1779674968721,PUMP-001,temp_c,34.433899203019465,good
1779674968721,PUMP-001,motor_current_a,18.61957550999424,good
1779674968721,PUMP-001,label_health_level,0.0,good
1779674969721,PUMP-001,rpm,1505.2729518754795,good
1779674969721,PUMP-001,load,0.3514161320095045,good
1779674969721,PUMP-001,vib_rms,1.6320314183701448,good
1779674969721,PUMP-001,temp_c,35.24949396851818,good
1779674969721,PUMP-001,motor_current_a,18.831820795469334,good
1779674969721,PUMP-001,label_health_level,0.0,good
1779674970721,PUMP-001,rpm,1507.087326409839,good
1779674970721,PUMP-001,load,0.36869402794595174,good
1779674970721,PUMP-001,vib_rms,1.7904272671552646,good
1779674970721,PUMP-001,temp_c,35.14137152834297,good
1779674970721,PUMP-001,motor_current_a,18.85929831171766,good
1779674970721,PUMP-001,label_health_level,0.0,good
1779674971721,PUMP-001,rpm,1491.0517389184859,good
1779674971721,PUMP-001,load,0.3828496803768737,good
1779674971721,PUMP-001,vib_rms,1.8477672021817122,good
1779674971721,PUMP-001,temp_c,36.1799950927149,good
1779674971721,PUMP-001,motor_current_a,19.2163719964041,good
1779674971721,PUMP-001,label_health_level,0.0,good
1779674972721,PUMP-001,rpm,1508.7027628667965,good
1779674972721,PUMP-001,load,0.3453690256018231,good
1779674972721,PUMP-001,vib_rms,1.7493637919110903,good
1779674972721,PUMP-001,temp_c,33.68905907846606,good
1779674972721,PUMP-001,motor_current_a,18.20950284196829,good
1779674972721,PUMP-001,label_health_level,0.0,good
1779674973721,PUMP-001,rpm,1495.9558068044037,good
1779674973721,PUMP-001,load,0.35639373793699786,good
1779674973721,PUMP-001,vib_rms,1.7858014379589613,good
1779674973721,PUMP-001,temp_c,35.17023839428627,good
1779674973721,PUMP-001,motor_current_a,18.639857431677733,good
1779674973721,PUMP-001,label_health_level,0.0,good
1779674974721,PUMP-001,rpm,1549.9540329534266,good
1779674974721,PUMP-001,load,0.3543430479429894,good
1779674974721,PUMP-001,vib_rms,1.851120525718511,good
1779674974721,PUMP-001,temp_c,35.48571463155545,good
1779674974721,PUMP-001,motor_current_a,18.37727587097239,good
1779674974721,PUMP-001,label_health_level,0.0,good
1779674975721,PUMP-001,rpm,1490.0892814860965,good
1779674975721,PUMP-001,load,0.3706631985620803,good
1779674975721,PUMP-001,vib_rms,1.9220713490571222,good
1779674975721,PUMP-001,temp_c,34.7182455401052,good
1779674975721,PUMP-001,motor_current_a,19.457956182301473,good
1779674975721,PUMP-001,label_health_level,0.0,good
1779674976721,PUMP-001,rpm,1481.636434861409,good
1779674976721,PUMP-001,load,0.31453579574543344,good
1779674976721,PUMP-001,vib_rms,1.832423654940599,good
1779674976721,PUMP-001,temp_c,33.41459836384082,good
1779674976721,PUMP-001,motor_current_a,17.527669441020624,good
1779674976721,PUMP-001,label_health_level,0.0,good
1779674977721,PUMP-001,rpm,1485.3998773031808,good
1779674977721,PUMP-001,load,0.344569801526717,good
1779674977721,PUMP-001,vib_rms,1.9326490734134674,good
1779674977721,PUMP-001,temp_c,33.86971065221254,good
1779674977721,PUMP-001,motor_current_a,18.56465012883965,good
1779674977721,PUMP-001,label_health_level,0.0,good
1779674978721,PUMP-001,rpm,1525.7530588132154,good
1779674978721,PUMP-001,load,0.35571869610692153,good
1779674978721,PUMP-001,vib_rms,1.7709642013415081,good
1779674978721,PUMP-001,temp_c,34.21739883601893,good
1779674978721,PUMP-001,motor_current_a,18.539382405100152,good
1779674978721,PUMP-001,label_health_level,0.0,good
1779674979721,PUMP-001,rpm,1500.360251046787,good
1779674979721,PUMP-001,load,0.3755940190309924,good
1779674979721,PUMP-001,vib_rms,1.7701743682461117,good
1779674979721,PUMP-001,temp_c,34.982686851699384,good
1779674979721,PUMP-001,motor_current_a,19.271316709874938,good
1779674979721,PUMP-001,label_health_level,0.0,good
1779674980721,PUMP-001,rpm,1508.51060494126,good
1779674980721,PUMP-001,load,0.3168064284943496,good
1779674980721,PUMP-001,vib_rms,1.779950383261253,good
1779674980721,PUMP-001,temp_c,34.45562319522604,good
1779674980721,PUMP-001,motor_current_a,17.914484415712874,good
1779674980721,PUMP-001,label_health_level,0.0,good
1779674981721,PUMP-001,rpm,1489.80685649701,good
1779674981721,PUMP-001,load,0.380820489816247,good
1779674981721,PUMP-001,vib_rms,1.9510388433447445,good
1779674981721,PUMP-001,temp_c,35.68044758523699,good
1779674981721,PUMP-001,motor_current_a,19.29461675481765,good
1779674981721,PUMP-001,label_health_level,0.0,good
1779674982721,PUMP-001,rpm,1482.8824681803444,good
1779674982721,PUMP-001,load,0.3949178455387456,good
1779674982721,PUMP-001,vib_rms,1.6521140506614835,good
1779674982721,PUMP-001,temp_c,35.83556806824922,good
1779674982721,PUMP-001,motor_current_a,20.045179818745915,good
1779674982721,PUMP-001,label_health_level,0.0,good
1779674983721,PUMP-001,rpm,1519.1115548089465,good
1779674983721,PUMP-001,load,0.36097955461895864,good
1779674983721,PUMP-001,vib_rms,1.7682336936547585,good
1779674983721,PUMP-001,temp_c,35.98785743506285,good
1779674983721,PUMP-001,motor_current_a,18.76595387644669,good
1779674983721,PUMP-001,label_health_level,0.0,good
1779674984721,PUMP-001,rpm,1485.8434874282532,good
1779674984721,PUMP-001,load,0.38977182179239367,good
1779674984721,PUMP-001,vib_rms,1.7918495643272827,good
1779674984721,PUMP-001,temp_c,34.93715080604295,good
1779674984721,PUMP-001,motor_current_a,19.895567283867383,good
1779674984721,PUMP-001,label_health_level,0.0,good
1779674985721,PUMP-001,rpm,1491.9911853283002,good
1779674985721,PUMP-001,load,0.36674841114217355,good
1779674985721,PUMP-001,vib_rms,1.8036939683194846,good
1779674985721,PUMP-001,temp_c,35.30346253345367,good
1779674985721,PUMP-001,motor_current_a,18.53162340024075,good
1779674985721,PUMP-001,label_health_level,0.0,good
1779674986721,PUMP-001,rpm,1485.8982001418428,good
1779674986721,PUMP-001,load,0.3394831591420631,good
1779674986721,PUMP-001,vib_rms,1.8749467703925937,good
1779674986721,PUMP-001,temp_c,34.27010623570898,good
1779674986721,PUMP-001,motor_current_a,18.207525435204623,good
1779674986721,PUMP-001,label_health_level,0.0,good
1779674987721,PUMP-001,rpm,1491.5919325493205,good
1779674987721,PUMP-001,load,0.35265785850504033,good
1779674987721,PUMP-001,vib_rms,1.914960258256868,good
1779674987721,PUMP-001,temp_c,34.77737255938351,good
1779674987721,PUMP-001,motor_current_a,18.4466251813063,good
1779674987721,PUMP-001,label_health_level,0.0,good
1779674988721,PUMP-001,rpm,1497.6053087955347,good
1779674988721,PUMP-001,load,0.33742274595008004,good
1779674988721,PUMP-001,vib_rms,1.886519254854211,good
1779674988721,PUMP-001,temp_c,34.32731895487781,good
1779674988721,PUMP-001,motor_current_a,18.296938869195714,good
1779674988721,PUMP-001,label_health_level,0.0,good
1779674989721,PUMP-001,rpm,1517.072369419922,good
1779674989721,PUMP-001,load,0.37652247561144175,good
1779674989721,PUMP-001,vib_rms,1.8145348838921835,good
1779674989721,PUMP-001,temp_c,35.29582660869263,good
1779674989721,PUMP-001,motor_current_a,19.08812164539882,good
1779674989721,PUMP-001,label_health_level,0.0,good
1779674990721,PUMP-001,rpm,1490.5444095077514,good
1779674990721,PUMP-001,load,0.3352269243960553,good
1779674990721,PUMP-001,vib_rms,1.8273628475702643,good
1779674990721,PUMP-001,temp_c,34.897191982918244,good
1779674990721,PUMP-001,motor_current_a,17.856667553215836,good
1779674990721,PUMP-001,label_health_level,0.0,good
1779674991721,PUMP-001,rpm,1505.5275705795198,good
1779674991721,PUMP-001,load,0.341406481020331,good
1779674991721,PUMP-001,vib_rms,1.8138154493963003,good
1779674991721,PUMP-001,temp_c,33.88397172828483,good
1779674991721,PUMP-001,motor_current_a,18.298608182772163,good
1779674991721,PUMP-001,label_health_level,0.0,good
1779674992721,PUMP-001,rpm,1471.1508999052887,good
1779674992721,PUMP-001,load,0.35940943525819946,good
1779674992721,PUMP-001,vib_rms,1.8377277130842524,good
1779674992721,PUMP-001,temp_c,35.485937415921875,good
1779674992721,PUMP-001,motor_current_a,19.08711234365155,good
1779674992721,PUMP-001,label_health_level,0.0,good
1779674993721,PUMP-001,rpm,1500.3962706012853,good
1779674993721,PUMP-001,load,0.3864895605885472,good
1779674993721,PUMP-001,vib_rms,1.8776427648600014,good
1779674993721,PUMP-001,temp_c,36.058482605697584,good
1779674993721,PUMP-001,motor_current_a,19.684320300277836,good
1779674993721,PUMP-001,label_health_level,0.0,good
1779674994721,PUMP-001,rpm,1510.7961016340967,good
1779674994721,PUMP-001,load,0.3576626564860507,good
1779674994721,PUMP-001,vib_rms,1.7429379572793597,good
1779674994721,PUMP-001,temp_c,34.62034336712783,good
1779674994721,PUMP-001,motor_current_a,18.032121212246363,good
1779674994721,PUMP-001,label_health_level,0.0,good
1779674995721,PUMP-001,rpm,1479.2734716643745,good
1779674995721,PUMP-001,load,0.3285371693551736,good
1779674995721,PUMP-001,vib_rms,1.8532648318337677,good
1779674995721,PUMP-001,temp_c,33.72255084131283,good
1779674995721,PUMP-001,motor_current_a,18.282707830636937,good
1779674995721,PUMP-001,label_health_level,0.0,good
1779674996721,PUMP-001,rpm,1499.3474722071717,good
1779674996721,PUMP-001,load,0.3675950691421241,good
1779674996721,PUMP-001,vib_rms,1.7070863751994483,good
1779674996721,PUMP-001,temp_c,34.9221033689006,good
1779674996721,PUMP-001,motor_current_a,18.785185100020634,good
1779674996721,PUMP-001,label_health_level,0.0,good
1779674997721,PUMP-001,rpm,1505.7568951321832,good
1779674997721,PUMP-001,load,0.34175523714481915,good
1779674997721,PUMP-001,vib_rms,1.8282261773409543,good
1779674997721,PUMP-001,temp_c,35.580748021279355,good
1779674997721,PUMP-001,motor_current_a,18.258502710043963,good
1779674997721,PUMP-001,label_health_level,0.0,good
1779674998721,PUMP-001,rpm,1485.0022026419447,good
1779674998721,PUMP-001,load,0.34661894746852306,good
1779674998721,PUMP-001,vib_rms,1.8873302836718568,good
1779674998721,PUMP-001,temp_c,34.401922999821586,good
1779674998721,PUMP-001,motor_current_a,18.210017195502395,good
1779674998721,PUMP-001,label_health_level,0.0,good
1779674999721,PUMP-001,rpm,1479.9829389603842,good
1779674999721,PUMP-001,load,0.3704848526060887,good
1779674999721,PUMP-001,vib_rms,1.9253682923736484,good
1779674999721,PUMP-001,temp_c,34.71217063647359,good
1779674999721,PUMP-001,motor_current_a,18.638911254925734,good
1779674999721,PUMP-001,label_health_level,0.0,good
1779675000721,PUMP-001,rpm,1491.5626144857874,good
1779675000721,PUMP-001,load,0.34311112028026064,good
1779675000721,PUMP-001,vib_rms,1.89355938963625,good
1779675000721,PUMP-001,temp_c,34.56037624507057,good
1779675000721,PUMP-001,motor_current_a,18.643407570999916,good
1779675000721,PUMP-001,label_health_level,0.0,good
1779675001721,PUMP-001,rpm,1505.09599331364,good
1779675001721,PUMP-001,load,0.3708082676497653,good
1779675001721,PUMP-001,vib_rms,1.7324712716703587,good
1779675001721,PUMP-001,temp_c,36.06388433741242,good
1779675001721,PUMP-001,motor_current_a,19.367153508121554,good
1779675001721,PUMP-001,label_health_level,0.0,good
1779675002721,PUMP-001,rpm,1495.3204722619641,good
1779675002721,PUMP-001,load,0.3526927336530971,good
1779675002721,PUMP-001,vib_rms,1.8488467211478001,good
1779675002721,PUMP-001,temp_c,35.0361280955185,good
1779675002721,PUMP-001,motor_current_a,18.31450316166564,good
1779675002721,PUMP-001,label_health_level,0.0,good
1779675003721,PUMP-001,rpm,1471.6737691269084,good
1779675003721,PUMP-001,load,0.3543615862266476,good
1779675003721,PUMP-001,vib_rms,1.8770806697160762,good
1779675003721,PUMP-001,temp_c,35.187956481836395,good
1779675003721,PUMP-001,motor_current_a,18.344203156935336,good
1779675003721,PUMP-001,label_health_level,0.0,good
1779675004721,PUMP-001,rpm,1500.9752011251974,good
1779675004721,PUMP-001,load,0.3017958052732518,good
1779675004721,PUMP-001,vib_rms,1.8282967301063275,good
1779675004721,PUMP-001,temp_c,34.30334837476573,good
1779675004721,PUMP-001,motor_current_a,17.552963943887402,good
1779675004721,PUMP-001,label_health_level,0.0,good
1779675005721,PUMP-001,rpm,1495.8852605858235,good
1779675005721,PUMP-001,load,0.35170631658351176,good
1779675005721,PUMP-001,vib_rms,1.8105648810961699,good
1779675005721,PUMP-001,temp_c,34.81907969658688,good
1779675005721,PUMP-001,motor_current_a,18.809515973649525,good
1779675005721,PUMP-001,label_health_level,0.0,good
1779675006721,PUMP-001,rpm,1512.8029236691132,good
1779675006721,PUMP-001,load,0.3529505475015053,good
1779675006721,PUMP-001,vib_rms,1.635167523715317,good
1779675006721,PUMP-001,temp_c,34.92932168468655,good
1779675006721,PUMP-001,motor_current_a,18.468984402879972,good
1779675006721,PUMP-001,label_health_level,0.0,good
1779675007721,PUMP-001,rpm,1480.377001097042,good
1779675007721,PUMP-001,load,0.3554096022683454,good
1779675007721,PUMP-001,vib_rms,1.9730492839025846,good
1779675007721,PUMP-001,temp_c,35.67610414319311,good
1779675007721,PUMP-001,motor_current_a,18.675586102524942,good
1779675007721,PUMP-001,label_health_level,0.0,good
1779675008721,PUMP-001,rpm,1487.7594674728925,good
1779675008721,PUMP-001,load,0.36692780131796376,good
1779675008721,PUMP-001,vib_rms,1.9398853890872618,good
1779675008721,PUMP-001,temp_c,36.167095753489924,good
1779675008721,PUMP-001,motor_current_a,19.310452067196504,good
1779675008721,PUMP-001,label_health_level,0.0,good
1779675009721,PUMP-001,rpm,1478.7953805862944,good
1779675009721,PUMP-001,load,0.31952120563812053,good
1779675009721,PUMP-001,vib_rms,1.7868579003528111,good
1779675009721,PUMP-001,temp_c,35.25595734826919,good
1779675009721,PUMP-001,motor_current_a,17.450290568007233,good
1779675009721,PUMP-001,label_health_level,0.0,good
1779675010721,PUMP-001,rpm,1498.5895863034823,good
1779675010721,PUMP-001,load,0.3334764576056159,good
1779675010721,PUMP-001,vib_rms,1.6906368791049036,good
1779675010721,PUMP-001,temp_c,35.21584499375561,good
1779675010721,PUMP-001,motor_current_a,17.953153556662425,good
1779675010721,PUMP-001,label_health_level,0.0,good
1779675011721,PUMP-001,rpm,1504.529216546829,good
1779675011721,PUMP-001,load,0.3873207903260617,good
1779675011721,PUMP-001,vib_rms,1.848357911100268,good
1779675011721,PUMP-001,temp_c,36.90333124736827,good
1779675011721,PUMP-001,motor_current_a,19.14906380198855,good
1779675011721,PUMP-001,label_health_level,0.0,good
1779675012721,PUMP-001,rpm,1499.6479431976288,good
1779675012721,PUMP-001,load,0.35150594142294994,good
1779675012721,PUMP-001,vib_rms,1.8020282025288095,good
1779675012721,PUMP-001,temp_c,34.660922650582,good
1779675012721,PUMP-001,motor_current_a,18.562726429933395,good
1779675012721,PUMP-001,label_health_level,0.0,good
1779675013721,PUMP-001,rpm,1479.8731110750614,good
1779675013721,PUMP-001,load,0.35080397665136537,good
1779675013721,PUMP-001,vib_rms,1.7814515011151726,good
1779675013721,PUMP-001,temp_c,34.85024457783104,good
1779675013721,PUMP-001,motor_current_a,18.266989901172884,good
1779675013721,PUMP-001,label_health_level,0.0,good
1779675014721,PUMP-001,rpm,1477.8399050036132,good
1779675014721,PUMP-001,load,0.36314988197971754,good
1779675014721,PUMP-001,vib_rms,1.9149603444505636,good
1779675014721,PUMP-001,temp_c,35.42976025117404,good
1779675014721,PUMP-001,motor_current_a,18.951762879123155,good
1779675014721,PUMP-001,label_health_level,0.0,good
1779675015721,PUMP-001,rpm,1507.0822631173653,good
1779675015721,PUMP-001,load,0.3489607845605865,good
1779675015721,PUMP-001,vib_rms,1.6872620270050862,good
1779675015721,PUMP-001,temp_c,35.181960259626166,good
1779675015721,PUMP-001,motor_current_a,18.77311083930454,good
1779675015721,PUMP-001,label_health_level,0.0,good
1779675016721,PUMP-001,rpm,1507.9535403015807,good
1779675016721,PUMP-001,load,0.3555138772553242,good
1779675016721,PUMP-001,vib_rms,1.8663591912942943,good
1779675016721,PUMP-001,temp_c,35.1298518366369,good
1779675016721,PUMP-001,motor_current_a,18.59121840848921,good
1779675016721,PUMP-001,label_health_level,0.0,good
1779675017721,PUMP-001,rpm,1496.9374536651105,good
1779675017721,PUMP-001,load,0.37578975430558836,good
1779675017721,PUMP-001,vib_rms,1.8858351887078808,good
1779675017721,PUMP-001,temp_c,35.862537814845815,good
1779675017721,PUMP-001,motor_current_a,18.875990635291103,good
1779675017721,PUMP-001,label_health_level,0.0,good
1779675018721,PUMP-001,rpm,1533.8506190428889,good
1779675018721,PUMP-001,load,0.36241841966598476,good
1779675018721,PUMP-001,vib_rms,1.8465517989699856,good
1779675018721,PUMP-001,temp_c,35.77391420757248,good
1779675018721,PUMP-001,motor_current_a,18.96705307146698,good
1779675018721,PUMP-001,label_health_level,0.0,good
1779675019721,PUMP-001,rpm,1502.8181773696467,good
1779675019721,PUMP-001,load,0.3259113247265713,good
1779675019721,PUMP-001,vib_rms,1.8248568172157011,good
1779675019721,PUMP-001,temp_c,34.79426725250638,good
1779675019721,PUMP-001,motor_current_a,17.940705521650486,good
1779675019721,PUMP-001,label_health_level,0.0,good
1779675020721,PUMP-001,rpm,1484.5571029291846,good
1779675020721,PUMP-001,load,0.3535292831801115,good
1779675020721,PUMP-001,vib_rms,1.6203856845555302,good
1779675020721,PUMP-001,temp_c,35.43451417568653,good
1779675020721,PUMP-001,motor_current_a,18.348565166178187,good
1779675020721,PUMP-001,label_health_level,0.0,good
1779675021721,PUMP-001,rpm,1463.6439940324567,good
1779675021721,PUMP-001,load,0.3538464672067709,good
1779675021721,PUMP-001,vib_rms,1.8159127332322211,good
1779675021721,PUMP-001,temp_c,35.89826506820609,good
1779675021721,PUMP-001,motor_current_a,18.869991774065618,good
1779675021721,PUMP-001,label_health_level,0.0,good
1779675022721,PUMP-001,rpm,1497.2097410805086,good
1779675022721,PUMP-001,load,0.36056336096396474,good
1779675022721,PUMP-001,vib_rms,1.6923123019609045,good
1779675022721,PUMP-001,temp_c,35.223528687080595,good
1779675022721,PUMP-001,motor_current_a,18.2357366910994,good
1779675022721,PUMP-001,label_health_level,0.0,good
1779675023721,PUMP-001,rpm,1479.580135660767,good
1779675023721,PUMP-001,load,0.36560322334171996,good
1779675023721,PUMP-001,vib_rms,1.701530323773619,good
1779675023721,PUMP-001,temp_c,35.01067658850192,good
1779675023721,PUMP-001,motor_current_a,18.934639456771755,good
1779675023721,PUMP-001,label_health_level,0.0,good
1779675024721,PUMP-001,rpm,1491.16825703717,good
1779675024721,PUMP-001,load,0.37729000902619747,good
1779675024721,PUMP-001,vib_rms,1.78330701502241,good
1779675024721,PUMP-001,temp_c,35.72508005837907,good
1779675024721,PUMP-001,motor_current_a,18.820797669985694,good
1779675024721,PUMP-001,label_health_level,0.0,good
1779675025721,PUMP-001,rpm,1493.7712853522326,good
1779675025721,PUMP-001,load,0.3510267602583169,good
1779675025721,PUMP-001,vib_rms,1.7855579010837097,good
1779675025721,PUMP-001,temp_c,35.771641345877576,good
1779675025721,PUMP-001,motor_current_a,19.066457446541808,good
1779675025721,PUMP-001,label_health_level,0.0,good
1779675026721,PUMP-001,rpm,1467.2201259468886,good
1779675026721,PUMP-001,load,0.32354968577117266,good
1779675026721,PUMP-001,vib_rms,1.8028965109920914,good
1779675026721,PUMP-001,temp_c,35.752755237160294,good
1779675026721,PUMP-001,motor_current_a,17.945089651971298,good
1779675026721,PUMP-001,label_health_level,0.0,good
1779675027721,PUMP-001,rpm,1504.0138076589183,good
1779675027721,PUMP-001,load,0.35682492099625585,good
1779675027721,PUMP-001,vib_rms,1.7810419982768384,good
1779675027721,PUMP-001,temp_c,35.89798141326739,good
1779675027721,PUMP-001,motor_current_a,18.541121570682325,good
1779675027721,PUMP-001,label_health_level,0.0,good
1779675028721,PUMP-001,rpm,1508.4057750795782,good
1779675028721,PUMP-001,load,0.33167712807140587,good
1779675028721,PUMP-001,vib_rms,1.755620937826922,good
1779675028721,PUMP-001,temp_c,35.175735926499456,good
1779675028721,PUMP-001,motor_current_a,17.750202075756654,good
1779675028721,PUMP-001,label_health_level,0.0,good
1779675029721,PUMP-001,rpm,1503.6505870709072,good
1779675029721,PUMP-001,load,0.3655061821903913,good
1779675029721,PUMP-001,vib_rms,1.9339575727296046,good
1779675029721,PUMP-001,temp_c,35.815912028327816,good
1779675029721,PUMP-001,motor_current_a,18.63931214940658,good
1779675029721,PUMP-001,label_health_level,0.0,good
1779675030721,PUMP-001,rpm,1483.7138934514714,good
1779675030721,PUMP-001,load,0.3710640955800071,good
1779675030721,PUMP-001,vib_rms,1.712888317879481,good
1779675030721,PUMP-001,temp_c,34.93528498819725,good
1779675030721,PUMP-001,motor_current_a,18.85383480622951,good
